title,steam_url,tags,description
Cube Escape Collection,https://store.steampowered.com/app/1292940/Cube_Escape_Collection/?snr=1_7_7_240_150_11,"Puzzle, Point & Click, Mystery, Horror, Psychological Horror, Story Rich, Indie, Escape Room, Singleplayer, Atmospheric, Detective, Adventure, Dark, Surreal, Hand-drawn, 2D, Short, Multiple Endings, Casual, Multiplayer","In this classic point-and-click adventure anthology you follow the path of Dale and Laura and other famous Rusty lake characters such as Mr. Crow and Mr. Owl. The series will be updated, preserved and bundled to survive the end of the Flash Games era."
Unknown,https://store.steampowered.com/app/21090/FEAR/?snr=1_7_7_240_150_11,Gore,No description
Hello Neighbor: Hide and Seek,https://store.steampowered.com/app/960420/Hello_Neighbor_Hide_and_Seek/?snr=1_7_7_240_150_11,"Horror, Adventure, Singleplayer, First-Person, Stealth, Puzzle, Family Friendly, Story Rich, Difficult, Indie, Puzzle Platformer, 3D Platformer, 3D, Cartoony, Character Action Game, Colorful, Psychedelic, Emotional, Atmospheric, Logic",Hello Neighbor: Hide and Seek follows the tragic story of the Neighbor’s family in this dramatic prequel to Hello Neighbor. Experience playing a game of hide-and-seek with your brother as you both deal with the loss of a family member.
Still Wakes the Deep: Siren’s Rest,https://store.steampowered.com/app/3465690/Still_Wakes_the_Deep_Sirens_Rest/?snr=1_7_7_240_150_11,"Psychological Horror, Horror, Story Rich, Lovecraftian, Action, Atmospheric, Gore, Walking Simulator, Singleplayer, First-Person, Sci-fi, Narrative, Dark, Dark Fantasy, Thriller, Stealth, Adventure, Survival Horror, Female Protagonist, Underwater",No description
CONVRGENCE,https://store.steampowered.com/app/2609610/CONVRGENCE/?snr=1_7_7_240_150_11,"VR, Atmospheric, Post-apocalyptic, Shooter, Extraction Shooter, Survival Horror, Survival, Horror, Stealth, Exploration, First-Person, FPS, Realistic, Gun Customization, Procedural Generation, Physics, Singleplayer, Early Access, Adventure, Action","CONVRGENCE is an atmospheric VR extraction shooter set in the procedurally generated, ever-changing Chernokamensk Anomaly Zone. Scavenge loot, fight bandits and hunt for mystical artifacts — all with your loyal dog companion by your side. But extract before nightfall, or face what lurks in the dark."
Unknown,https://store.steampowered.com/app/1998340/Labyrinth_of_Galleria_The_Moon_Society/?snr=1_7_7_240_150_11,,No description
Zero Escape: Zero Time Dilemma,https://store.steampowered.com/app/311240/Zero_Escape_Zero_Time_Dilemma/?snr=1_7_7_240_150_11,"Puzzle, Visual Novel, Story Rich, Psychological Horror, Mystery, Choices Matter, Adventure, Anime, Sci-fi, Singleplayer, Horror, Great Soundtrack, Multiple Endings, Mature, Gore, Thriller, Escape Room, Atmospheric, Point & Click, Dark","Nine participants awaken, trapped in an underground facility. To escape, they must play a game with deadly consequences. Who will live, and who will die? The choice is yours. Let the Decision Game begin…"
Outbreak Island,https://store.steampowered.com/app/1442530/Outbreak_Island/?snr=1_7_7_240_150_11,"Early Access, Survival, Horror, Sandbox, Exploration, Crafting, RPG, First-Person, Base Building, Driving, Action, Open World, FPS, Post-apocalyptic, Building, Transportation, Story Rich, Zombies, Atmospheric, Adventure","Survive on a remote Island, where a mysterious Outbreak awakens bloodthirsty monsters at night. Craft, build and defend your base in the brutal world of Outbreak Island, an open-world sandbox survival horror game."
DAIMON BLADES,https://store.steampowered.com/app/1869500/DAIMON_BLADES/?snr=1_7_7_240_150_11,"Early Access, Roguelite, Co-op, Action, Dungeon Crawler, Dark Fantasy, Hack and Slash, Souls-like, Medieval, First-Person, Violent, PvE, Online Co-Op, Character Customization, RPG, Horror, Demons, Crafting, Combat, 3D","From the creators of E.Y.E: Divine Cybermancy, a cult cyberpunk RPG. Daimon Blades is a brutal first person slasher that combines the depth of action RPGs and replayability of roguelites. Launch expeditions solo or up to 4 players, and survive the many horrors of the Daimon Realm."
Soul Mates,https://store.steampowered.com/app/2279440/Soul_Mates/?snr=1_7_7_240_150_11,"Adventure, Indie, Simulation, Strategy, Dating Sim, Early Access, Anime, Horror, Romance, Visual Novel, Funny, Cute, Puzzle, Hand-drawn, Comedy, Drama, Narrative, 2D, Singleplayer, Story Rich","You’re trapped inside a haunted house, stalked by angry ghosts. To survive, you’ll have to run, hide, strategize, give gifts, chat, flirt… Wait, what kind of game is this? Oh right, it’s a point-and-click survival horror dating sim!"
Exanima,https://store.steampowered.com/app/362490/Exanima/?snr=1_7_7_240_150_11,"Physics, RPG, Dungeon Crawler, Dark Fantasy, Medieval, Difficult, Adventure, Isometric, Action, Early Access, Singleplayer, Atmospheric, Indie, Simulation, Character Customization, Souls-like, Horror, Roguelike, Nudity, Action Roguelike","Explore, fight, survive and unravel mysteries in this unique and unforgiving 3D isometric RPG set in an original dark, low fantasy world. Exanima's exceptional attention to detail and realistic simulation of all things aim to provide a deeply immersive and dynamic gameplay experience."
The Casting of Frank Stone™,https://store.steampowered.com/app/2223840/The_Casting_of_Frank_Stone/?snr=1_7_7_240_150_11,"Choices Matter, Multiple Endings, Horror, Singleplayer, Story Rich, Adventure, Atmospheric, Psychological Horror, Choose Your Own Adventure, Cinematic, Lore-Rich, Interactive Fiction, Dark, Lovecraftian, Mystery, Exploration, Thriller, Supernatural, Investigation, Crime","The shadow of Frank Stone looms over Cedar Hills, a town forever altered by his violent past. As a group of young friends are about to discover, Stone’s blood-soaked legacy cuts deep, leaving scars across families, generations, and the very fabric of reality itself."
My Friendly Neighborhood,https://store.steampowered.com/app/1574260/My_Friendly_Neighborhood/?snr=1_7_7_240_150_11,"Singleplayer, Survival Horror, Funny, Horror, Puzzle, Resource Management, Exploration, First-Person, Survival, FPS, Shooter, Adventure, Story Rich, Choices Matter, Lore-Rich, Multiple Endings, Atmospheric, Action, Action-Adventure, 3D","Something scary is happening with everyone's favorite Saturday morning puppet show, The Friendly Neighborhood! Play as Gordon, a repairman sent to get to the bottom of this disturbing dilemma. Fend off puppets and solve puzzles in this survival horror adventure."
Deceit 2,https://store.steampowered.com/app/2064870/Deceit_2/?snr=1_7_7_240_150_11,"Social Deduction, Free to Play, Multiplayer, Shooter, FPS, Casual, Survival Horror, Horror, Sandbox, First-Person, Funny, Action, Psychological Horror, Choices Matter, Controller, Action RPG, Dark Fantasy, Zombies, Atmospheric, Strategy","Deceit 2 is an online social deduction horror game. Inspire fear as the Infected, investigate as the Innocent, or create mayhem as the Cursed. Trapped with friends and strangers: who can you trust to help you escape?"
IMMORTALITY,https://store.steampowered.com/app/1350200/IMMORTALITY/?snr=1_7_7_240_150_11,"Hidden Object, Choose Your Own Adventure, Realistic, Story Rich, Horror, Noir, FMV, Puzzle, Interactive Fiction, Adventure, Drama, Point & Click, Visual Novel, LGBTQ+, Exploration, Detective, Emotional, Immersive Sim, Dark, Open World","Marissa Marcel was a film star. She made three movies. But none of the movies were ever released. And Marissa Marcel disappeared. An interactive trilogy from Sam Barlow, creator of Her Story."
Eternity Egg,https://store.steampowered.com/app/1670690/Eternity_Egg/?snr=1_7_7_240_150_11,"Early Access, Exploration, Surreal, 3D Platformer, Souls-like, Platformer, Cute, 3D, Action-Adventure, Metroidvania, Horror, Nonlinear, Singleplayer, Colorful, Stylized, Demons, Dark Fantasy, Dystopian, Philosophical, Adventure","Chaotic adventure-platformer with bouncy movement, grotesque characters & high-energy trance music."
Unknown,https://store.steampowered.com/app/939850/The_Dark_Pictures_Anthology_Man_of_Medan/?snr=1_7_7_240_150_11,,No description
Last Report,https://store.steampowered.com/app/3209480/Last_Report/?snr=1_7_7_240_150_11,"Horror, Pixel Graphics, Psychological Horror, Atmospheric, Dark, Point & Click, Action-Adventure, Psychological, Linear, Mystery, Adventure, Story Rich, Supernatural, Interactive Fiction, Indie, 2D, Puzzle, Action, Singleplayer, Exploration","Last Report is a dark horror game where you play as a night shift park ranger. While monitoring the camera footage, you start noticing strange events. Uncover the terrifying secret of the National Park. Something moved in the window, but don’t worry it’s probably just another deer, right?"
Brno Transit,https://store.steampowered.com/app/3476880/Brno_Transit/?snr=1_7_7_240_150_12,"Psychological Horror, Trains, Casual, Driving, Exploration, Atmospheric, Horror, Walking Simulator, Underground, Open World, Point & Click, 3D, First-Person, Transportation, Life Sim, Story Rich, Multiple Endings, Simulation, Pixel Graphics, Mystery",A short narrative-driven psychological horror game about a trainee metro driver trapped in the dampest subway east of anything that matters.
Dreamcore: Rabbit Hole,https://store.steampowered.com/app/4149700/Dreamcore_Rabbit_Hole/?snr=1_7_7_240_150_12,"Exploration, Walking Simulator, Psychological Horror, First-Person, 3D, Adventure, Nonlinear, Surreal, Horror, Indie, Relaxing, Underwater, Simulation, Atmospheric, Realistic, Minimalist, Investigation, Mystery, Singleplayer, Dark","Walking simulator. Explore cozy liminal spaces that feel unsettlingly familiar and spark your imagination, like a dream you’ve been in before."
Ghost Master: Resurrection,https://store.steampowered.com/app/3289090/Ghost_Master_Resurrection/?snr=1_7_7_240_150_12,"3D, Atmospheric, Puzzle, Supernatural, Funny, Horror, Isometric, Management, Dark Humor, Relaxing, PvE, Resource Management, Strategy, Dark Comedy, Top-Down, Cute, Parody, Tower Defense, Choices Matter, Colorful","Command an army of specters, unleash terror on the town of Gravenville, and solve puzzles to unlock mysteries in this strategic adventure game of resource management and supernatural mayhem."
Menace from the Deep,https://store.steampowered.com/app/2644610/Menace_from_the_Deep/?snr=1_7_7_240_150_12,"Lovecraftian, Roguelike Deckbuilder, Deckbuilding, Roguelike, Card Battler, Dark, Card Game, Indie, Roguelite, Adventure, Strategy, Noir, PvE, Comic Book, Horror, Base Building, Singleplayer, Atmospheric, Simulation","Menace from the Deep is an enthralling Roguelike Deckbuilding card game that unfolds in a dark world, drawing inspiration from Howard Lovecraft and the Cthulhu Mythos.Set against the backdrop of 1920s USA, the narrative revolves around a clandestine occult society."
Fears to Fathom - Norwood Hitchhike,https://store.steampowered.com/app/1763050/Fears_to_Fathom__Norwood_Hitchhike/?snr=1_7_7_240_150_12,"Psychological Horror, Horror, Atmospheric, Retro, Thriller, Story Rich, Dark, Walking Simulator, Narration, Exploration, Conversation, Adventure, Driving, Episodic, Crime, Casual, Singleplayer, Psychological, Perma Death, Noir","Holly Gardner, a 19 year old on an interstate drive experiences unusual happenings that leads to an unplanned stay at a motel, little did she know what was transpiring down in Norwood Valley."
Unknown,https://store.steampowered.com/app/16450/FEAR_2_Project_Origin/?snr=1_7_7_240_150_12,,No description
Counter-Strike Nexon,https://store.steampowered.com/app/273110/CounterStrike_Nexon/?snr=1_7_7_240_150_12,"Free to Play, FPS, Zombies, Sandbox, Multiplayer, PvE, Shooter, PvP, Horror, Action, Co-op, First-Person, Survival Horror, Online Co-Op, Gore, Funny, 3D, Dark, Mod, Singleplayer","Counter-Strike Nexon is a Free to Play MMOFPS offering competitive PvP and PvE action including content from the original Counter-Strike and all new game modes, map creation function, weapons, and hordes of Zombies!"
LIMBO,https://store.steampowered.com/app/48000/LIMBO/?snr=1_7_7_240_150_12,"Puzzle Platformer, Indie, Puzzle, Platformer, Dark, Atmospheric, 2D, Adventure, Singleplayer, Horror, Surreal, Short, Side Scroller, Difficult, Minimalist, Physics, Action, Cinematic, Casual, Controller","Uncertain of his sister's fate, a boy enters LIMBO"
AI: The Somnium Files,https://store.steampowered.com/app/948740/AI_The_Somnium_Files/?snr=1_7_7_240_150_12,"Visual Novel, Anime, Story Rich, Mystery, Detective, Adventure, Gore, Sci-fi, Comedy, Multiple Endings, Choices Matter, Singleplayer, Violent, Great Soundtrack, Puzzle, Sexual Content, Psychological Horror, Horror, Point & Click, LGBTQ+","Play as detective Kaname Date on the case of an elusive serial killer in this thrilling, sci-fi murder mystery."
Kindergarten 2,https://store.steampowered.com/app/1067850/Kindergarten_2/?snr=1_7_7_240_150_12,"Adventure, Pixel Graphics, Gore, Funny, Indie, Violent, Puzzle, Singleplayer, Dark Humor, Comedy, 2D, Blood, Choices Matter, Dark, Story Rich, RPG, Horror, Action, Psychological Horror, Cute","Welcome to Kindergarten 2, which takes place on Tuesday! After the events of Monday, you'll find yourself in a new school with new friends...and new ways to get ruthlessly murdered."
Welcome to the Game II,https://store.steampowered.com/app/720250/Welcome_to_the_Game_II/?snr=1_7_7_240_150_12,"Horror, Hacking, Strategy, Psychological Horror, Indie, Simulation, Difficult, Singleplayer, Nudity, First-Person, Violent, Sexual Content, Dark, Survival Horror, Puzzle, Atmospheric, Gore, Multiplayer, Memes, Roguelike",Welcome to the Game II is an atmospheric horror / strategy / puzzle game that takes you into the world of the deep web in search of the shadow web. Play as an investigative reporter trying to solve a case of a mysterious woman broadcasting for help as masked men are on the hunt to kill her.
Amnesia: The Dark Descent,https://store.steampowered.com/app/57300/Amnesia_The_Dark_Descent/?snr=1_7_7_240_150_12,"Horror, Gore, Psychological Horror, Survival Horror, Atmospheric, Puzzle, First-Person, Nudity, Dark, Lovecraftian, Adventure, Indie, Singleplayer, Stealth, Exploration, Action, Story Rich, Walking Simulator, Physics, Surreal","Amnesia: The Dark Descent, a first person survival horror. A game about immersion, discovery and living through a nightmare. An experience that will chill you to the core."
